Filename,Upper left,Lower left,Upper right,Lower right,Center
4b3d6a96-15c6-46f1-8200-2f9c9a7a5fc3_left.tif,"-111.9750534,33.0745881","-111.9750534,33.0745781","-111.9750445,33.0745881","-111.9750445,33.0745781","-111.9750489,33.0745831"
e12dffde-ccf2-45e7-8237-0aa387c1a6dc_left.tif,"-111.9750480,33.0745881","-111.9750480,33.0745780","-111.9750392,33.0745881","-111.9750392,33.0745780","-111.9750436,33.0745830"
747ae8bc-3ac6-4ca2-9abe-5a913a98f5a1_left.tif,"-111.9750425,33.0745881","-111.9750425,33.0745780","-111.9750336,33.0745881","-111.9750336,33.0745780","-111.9750380,33.0745830"
486fd281-2595-4e06-9117-ded4065bf7ff_left.tif,"-111.9750371,33.0745881","-111.9750371,33.0745780","-111.9750283,33.0745881","-111.9750283,33.0745780","-111.9750327,33.0745830"
b4feab7b-12e4-4acc-8cb1-872881451140_left.tif,"-111.9750318,33.0745881","-111.9750318,33.0745780","-111.9750229,33.0745881","-111.9750229,33.0745780","-111.9750273,33.0745830"
b0b02989-09d6-4d80-b91f-49be544236dd_left.tif,"-111.9750263,33.0745881","-111.9750263,33.0745780","-111.9750175,33.0745881","-111.9750175,33.0745780","-111.9750219,33.0745830"
3c80588a-3d3d-47f5-9691-58d5920e7fcc_left.tif,"-111.9750207,33.0745881","-111.9750207,33.0745780","-111.9750119,33.0745881","-111.9750119,33.0745780","-111.9750163,33.0745830"
0c82a4e6-3b72-46b6-a2e4-cfc9427d56b0_left.tif,"-111.9750150,33.0745883","-111.9750150,33.0745782","-111.9750062,33.0745883","-111.9750062,33.0745782","-111.9750106,33.0745833"
defadf4a-316e-4823-9842-a6233048aeb6_left.tif,"-111.9750094,33.0745883","-111.9750094,33.0745782","-111.9750006,33.0745883","-111.9750006,33.0745782","-111.9750050,33.0745833"
62f9c111-1e03-4cdf-b82d-2c1afaed1f96_left.tif,"-111.9750039,33.0745883","-111.9750039,33.0745782","-111.9749951,33.0745883","-111.9749951,33.0745782","-111.9749995,33.0745833"
2c348fa8-0a9a-4a00-bd62-f214237fc10c_left.tif,"-111.9749984,33.0745883","-111.9749984,33.0745782","-111.9749896,33.0745883","-111.9749896,33.0745782","-111.9749940,33.0745833"
ba6f2e54-7dd0-4728-b2b2-05c622d67533_left.tif,"-111.9749921,33.0745885","-111.9749921,33.0745784","-111.9749832,33.0745885","-111.9749832,33.0745784","-111.9749877,33.0745835"
cc82141e-7a39-4d17-bb6b-9e5e43ee7eb2_left.tif,"-111.9749877,33.0745885","-111.9749877,33.0745785","-111.9749789,33.0745885","-111.9749789,33.0745785","-111.9749833,33.0745835"
b15ac20e-496a-471e-a2a2-fcca265df087_left.tif,"-111.9749822,33.0745885","-111.9749822,33.0745785","-111.9749734,33.0745885","-111.9749734,33.0745785","-111.9749778,33.0745835"
2754f099-7a84-415d-bee9-6a1adae34933_left.tif,"-111.9749766,33.0745885","-111.9749766,33.0745785","-111.9749677,33.0745885","-111.9749677,33.0745785","-111.9749722,33.0745835"
fa232e76-77f6-40f8-be29-f15c6191bd5a_left.tif,"-111.9749710,33.0745885","-111.9749710,33.0745785","-111.9749622,33.0745885","-111.9749622,33.0745785","-111.9749666,33.0745835"
f15a1bac-11ee-4891-aaec-1e65bd083124_left.tif,"-111.9749655,33.0745885","-111.9749655,33.0745784","-111.9749566,33.0745885","-111.9749566,33.0745784","-111.9749611,33.0745834"
c04bd4d3-ac29-465b-8d3e-511afa807b41_left.tif,"-111.9749603,33.0745885","-111.9749603,33.0745784","-111.9749515,33.0745885","-111.9749515,33.0745784","-111.9749559,33.0745834"
c1179f94-2aa3-4b71-978c-ceca9a72f786_left.tif,"-111.9749551,33.0745885","-111.9749551,33.0745784","-111.9749463,33.0745885","-111.9749463,33.0745784","-111.9749507,33.0745834"
6dc3f73c-f163-40f6-9657-90d790fab9f4_left.tif,"-111.9749495,33.0745885","-111.9749495,33.0745784","-111.9749407,33.0745885","-111.9749407,33.0745784","-111.9749451,33.0745834"
c5b8f243-8ab3-4418-8840-40083d5f755b_left.tif,"-111.9749441,33.0745885","-111.9749441,33.0745784","-111.9749353,33.0745885","-111.9749353,33.0745784","-111.9749397,33.0745834"
ee9ac6cd-1001-4c6f-93ed-11e9be591cf2_left.tif,"-111.9749384,33.0745885","-111.9749384,33.0745784","-111.9749295,33.0745885","-111.9749295,33.0745784","-111.9749340,33.0745834"
91114594-f491-4a02-8864-0d5747729b58_left.tif,"-111.9749333,33.0745885","-111.9749333,33.0745784","-111.9749245,33.0745885","-111.9749245,33.0745784","-111.9749289,33.0745835"
b18529b6-31e0-48a3-8179-f7f215f54843_left.tif,"-111.9749277,33.0745885","-111.9749277,33.0745784","-111.9749189,33.0745885","-111.9749189,33.0745784","-111.9749233,33.0745835"
130a6857-c3d3-47ff-863d-7d59576b840e_left.tif,"-111.9749223,33.0745885","-111.9749223,33.0745784","-111.9749135,33.0745885","-111.9749135,33.0745784","-111.9749179,33.0745835"
de438f6c-4d0c-4a5d-81ae-a76e3e9d9782_left.tif,"-111.9749171,33.0745885","-111.9749171,33.0745784","-111.9749082,33.0745885","-111.9749082,33.0745784","-111.9749127,33.0745835"
c37da7d6-7511-420a-a9c8-d32916dc97d8_left.tif,"-111.9749118,33.0745885","-111.9749118,33.0745784","-111.9749030,33.0745885","-111.9749030,33.0745784","-111.9749074,33.0745835"
851f4e9e-126b-41c3-8614-3c3b138965c3_left.tif,"-111.9749062,33.0745885","-111.9749062,33.0745785","-111.9748974,33.0745885","-111.9748974,33.0745785","-111.9749018,33.0745835"
138a844c-f683-4977-903d-247733b05273_left.tif,"-111.9749007,33.0745885","-111.9749007,33.0745785","-111.9748919,33.0745885","-111.9748919,33.0745785","-111.9748963,33.0745835"
5f29e3f3-4711-4f1f-9c87-f138e764bda6_left.tif,"-111.9748951,33.0745885","-111.9748951,33.0745785","-111.9748862,33.0745885","-111.9748862,33.0745785","-111.9748907,33.0745835"
160f8b9c-c889-496e-be08-5c30140af82e_left.tif,"-111.9748901,33.0745885","-111.9748901,33.0745785","-111.9748813,33.0745885","-111.9748813,33.0745785","-111.9748857,33.0745835"
ab41a3b5-6378-4db9-8ed9-107a4a9b4997_left.tif,"-111.9748848,33.0745885","-111.9748848,33.0745784","-111.9748760,33.0745885","-111.9748760,33.0745784","-111.9748804,33.0745834"
f58e9ff7-f0f4-44db-a93b-53b5b15e93f5_left.tif,"-111.9748794,33.0745888","-111.9748794,33.0745787","-111.9748706,33.0745888","-111.9748706,33.0745787","-111.9748750,33.0745837"
52fad139-dfe5-4725-837d-b276781f9f45_left.tif,"-111.9748735,33.0745889","-111.9748735,33.0745788","-111.9748646,33.0745889","-111.9748646,33.0745788","-111.9748690,33.0745838"
2dc9e5d6-957e-4232-9c7d-0f99a0730467_left.tif,"-111.9748685,33.0745888","-111.9748685,33.0745787","-111.9748597,33.0745888","-111.9748597,33.0745787","-111.9748641,33.0745837"
3b53bdd3-454e-47c2-801b-7e4ed5993f18_left.tif,"-111.9748629,33.0745888","-111.9748629,33.0745787","-111.9748540,33.0745888","-111.9748540,33.0745787","-111.9748585,33.0745837"
9d88f9e5-c719-4124-8b1b-4e4658656dc9_left.tif,"-111.9748576,33.0745888","-111.9748576,33.0745787","-111.9748488,33.0745888","-111.9748488,33.0745787","-111.9748532,33.0745837"
5e31dfc9-df02-4d98-b2c3-bccb5ed375e9_left.tif,"-111.9748521,33.0745887","-111.9748521,33.0745786","-111.9748433,33.0745887","-111.9748433,33.0745786","-111.9748477,33.0745837"
7c180ab7-2ab7-417e-8ce8-410714b9f486_left.tif,"-111.9748467,33.0745887","-111.9748467,33.0745786","-111.9748379,33.0745887","-111.9748379,33.0745786","-111.9748423,33.0745837"
a088cac0-53f4-42c3-adff-7240afdbf8d2_left.tif,"-111.9748415,33.0745887","-111.9748415,33.0745786","-111.9748326,33.0745887","-111.9748326,33.0745786","-111.9748370,33.0745837"
d5bf34c8-ab90-4d59-b629-508e63b51b76_left.tif,"-111.9748361,33.0745885","-111.9748361,33.0745784","-111.9748273,33.0745885","-111.9748273,33.0745784","-111.9748317,33.0745835"
936d5735-d9d0-4e93-9f48-27aa21ad8f32_left.tif,"-111.9748305,33.0745886","-111.9748305,33.0745785","-111.9748217,33.0745886","-111.9748217,33.0745785","-111.9748261,33.0745836"
ebc1c337-ac47-4020-870b-9abd22d8b8af_left.tif,"-111.9748252,33.0745883","-111.9748252,33.0745783","-111.9748164,33.0745883","-111.9748164,33.0745783","-111.9748208,33.0745833"
3f4b6283-fb84-418d-92a8-0a861f6fe15c_left.tif,"-111.9748196,33.0745883","-111.9748196,33.0745783","-111.9748107,33.0745883","-111.9748107,33.0745783","-111.9748151,33.0745833"
7483cde5-39be-4897-aa1f-91dadfc6d215_left.tif,"-111.9748151,33.0745883","-111.9748151,33.0745783","-111.9748063,33.0745883","-111.9748063,33.0745783","-111.9748107,33.0745833"
e1230e07-ede4-4198-b950-bf5842432591_left.tif,"-111.9750543,33.0745914","-111.9750543,33.0745814","-111.9750454,33.0745914","-111.9750454,33.0745814","-111.9750498,33.0745864"
829a8759-81a9-4478-9598-9d8b765394b4_left.tif,"-111.9750492,33.0745912","-111.9750492,33.0745812","-111.9750403,33.0745912","-111.9750403,33.0745812","-111.9750448,33.0745862"
ffb17d98-b599-446f-9f69-1821a301c56a_left.tif,"-111.9750442,33.0745914","-111.9750442,33.0745814","-111.9750354,33.0745914","-111.9750354,33.0745814","-111.9750398,33.0745864"
4c563bb8-41e2-42d8-9f50-520f57c60b7d_left.tif,"-111.9750387,33.0745913","-111.9750387,33.0745813","-111.9750299,33.0745913","-111.9750299,33.0745813","-111.9750343,33.0745863"
3055724c-9122-4c47-970f-9bd11309d181_left.tif,"-111.9750331,33.0745914","-111.9750331,33.0745813","-111.9750243,33.0745914","-111.9750243,33.0745813","-111.9750287,33.0745863"
93558fd4-33b3-47e2-bf97-bb34eb47e584_left.tif,"-111.9750276,33.0745914","-111.9750276,33.0745813","-111.9750188,33.0745914","-111.9750188,33.0745813","-111.9750232,33.0745863"
cbf731b2-4901-4428-bc79-8e924f5fed31_left.tif,"-111.9750219,33.0745914","-111.9750219,33.0745813","-111.9750131,33.0745914","-111.9750131,33.0745813","-111.9750175,33.0745863"
7c020efe-3772-466e-a1d0-8722415f2364_left.tif,"-111.9750162,33.0745914","-111.9750162,33.0745813","-111.9750074,33.0745914","-111.9750074,33.0745813","-111.9750118,33.0745863"
bba9f869-e21c-4c98-a309-3063c0c2da31_left.tif,"-111.9750107,33.0745916","-111.9750107,33.0745815","-111.9750018,33.0745916","-111.9750018,33.0745815","-111.9750063,33.0745865"
d43089f8-feba-4cb0-a090-70513f5108ad_left.tif,"-111.9750055,33.0745916","-111.9750055,33.0745815","-111.9749966,33.0745916","-111.9749966,33.0745815","-111.9750010,33.0745866"
bdf31d99-96d1-45a2-b1bd-ba92ef1048ba_left.tif,"-111.9750000,33.0745916","-111.9750000,33.0745815","-111.9749912,33.0745916","-111.9749912,33.0745815","-111.9749956,33.0745866"
e74b37e2-02f4-4437-b787-17306ce5a503_left.tif,"-111.9749944,33.0745916","-111.9749944,33.0745815","-111.9749855,33.0745916","-111.9749855,33.0745815","-111.9749900,33.0745866"
5683da1b-8ccb-481d-a261-87a00634878a_left.tif,"-111.9749890,33.0745917","-111.9749890,33.0745816","-111.9749802,33.0745917","-111.9749802,33.0745816","-111.9749846,33.0745867"
914cc622-8385-44e0-beea-39f51cec0dbd_left.tif,"-111.9749833,33.0745917","-111.9749833,33.0745816","-111.9749745,33.0745917","-111.9749745,33.0745816","-111.9749789,33.0745867"
d7cf5bac-bace-49c0-86a6-6f209c988cc2_left.tif,"-111.9749778,33.0745917","-111.9749778,33.0745817","-111.9749689,33.0745917","-111.9749689,33.0745817","-111.9749734,33.0745867"
1bac60fe-3003-4bdd-9529-63b0d748a255_left.tif,"-111.9749726,33.0745917","-111.9749726,33.0745817","-111.9749638,33.0745917","-111.9749638,33.0745817","-111.9749682,33.0745867"
5589ecc1-4b4e-4345-930d-53adfeb20811_left.tif,"-111.9749668,33.0745917","-111.9749668,33.0745817","-111.9749579,33.0745917","-111.9749579,33.0745817","-111.9749623,33.0745867"
d306a851-eed5-4d9c-aee3-6cce85942785_left.tif,"-111.9749616,33.0745917","-111.9749616,33.0745817","-111.9749528,33.0745917","-111.9749528,33.0745817","-111.9749572,33.0745867"
9cede512-932c-44f1-b67f-5a60cb9b9e10_left.tif,"-111.9749563,33.0745917","-111.9749563,33.0745817","-111.9749475,33.0745917","-111.9749475,33.0745817","-111.9749519,33.0745867"
e41f7a5f-88a5-4cc9-85e5-31b59eba1147_left.tif,"-111.9749507,33.0745917","-111.9749507,33.0745816","-111.9749419,33.0745917","-111.9749419,33.0745816","-111.9749463,33.0745866"
8e95dcab-6beb-4bc5-80a7-48d8a935051c_left.tif,"-111.9749453,33.0745917","-111.9749453,33.0745816","-111.9749364,33.0745917","-111.9749364,33.0745816","-111.9749408,33.0745866"
9cbec662-1381-4663-b7b7-463d25d9e285_left.tif,"-111.9749409,33.0745917","-111.9749409,33.0745816","-111.9749321,33.0745917","-111.9749321,33.0745816","-111.9749365,33.0745866"
544e42d7-b176-4a03-8bd3-bc16f7bfd558_left.tif,"-111.9749349,33.0745917","-111.9749349,33.0745816","-111.9749261,33.0745917","-111.9749261,33.0745816","-111.9749305,33.0745866"
3e2c72be-5459-4b1d-8619-eb06dde3b891_left.tif,"-111.9749293,33.0745917","-111.9749293,33.0745816","-111.9749205,33.0745917","-111.9749205,33.0745816","-111.9749249,33.0745866"
2b3d0cbe-5efc-433a-9312-00d0c741f35e_left.tif,"-111.9749239,33.0745917","-111.9749239,33.0745816","-111.9749151,33.0745917","-111.9749151,33.0745816","-111.9749195,33.0745867"
e8f59fea-b2e4-4175-869f-6fb984d1e9da_left.tif,"-111.9749182,33.0745917","-111.9749182,33.0745816","-111.9749094,33.0745917","-111.9749094,33.0745816","-111.9749138,33.0745867"
0a3b9058-aa0e-4a81-a10e-a7f160b00eb4_left.tif,"-111.9749134,33.0745917","-111.9749134,33.0745816","-111.9749046,33.0745917","-111.9749046,33.0745816","-111.9749090,33.0745867"
2177822f-e238-4fa6-87ec-eeefb9f08913_left.tif,"-111.9749078,33.0745917","-111.9749078,33.0745816","-111.9748989,33.0745917","-111.9748989,33.0745816","-111.9749033,33.0745867"
4fd1e808-c568-4bf6-9142-41b2ac07e2e6_left.tif,"-111.9749021,33.0745917","-111.9749021,33.0745816","-111.9748933,33.0745917","-111.9748933,33.0745816","-111.9748977,33.0745867"
fc4253e3-0c35-4d12-b0e6-181f7371f668_left.tif,"-111.9748968,33.0745917","-111.9748968,33.0745817","-111.9748880,33.0745917","-111.9748880,33.0745817","-111.9748924,33.0745867"
16db1797-9458-4e02-9056-e82e8d4a81e9_left.tif,"-111.9748915,33.0745917","-111.9748915,33.0745817","-111.9748827,33.0745917","-111.9748827,33.0745817","-111.9748871,33.0745867"
d48b3ffc-5e9c-4fec-b015-3e048b0972ca_left.tif,"-111.9748859,33.0745916","-111.9748859,33.0745816","-111.9748771,33.0745916","-111.9748771,33.0745816","-111.9748815,33.0745866"
a1546437-8e05-4978-8d04-18f44405c5ec_left.tif,"-111.9748805,33.0745921","-111.9748805,33.0745821","-111.9748717,33.0745921","-111.9748717,33.0745821","-111.9748761,33.0745871"
0ff81cab-1f2f-422f-b82f-6c9fc0d7e546_left.tif,"-111.9748753,33.0745921","-111.9748753,33.0745821","-111.9748665,33.0745921","-111.9748665,33.0745821","-111.9748709,33.0745871"
f85b5a35-4050-4b2c-80ba-1f05365ede9b_left.tif,"-111.9748702,33.0745921","-111.9748702,33.0745820","-111.9748614,33.0745921","-111.9748614,33.0745820","-111.9748658,33.0745870"
9cde8eb5-5608-4b98-b2a9-60a87ec6b00b_left.tif,"-111.9748645,33.0745921","-111.9748645,33.0745820","-111.9748556,33.0745921","-111.9748556,33.0745820","-111.9748600,33.0745870"
7195cedc-4866-4036-9c0a-160a7f988d95_left.tif,"-111.9748591,33.0745920","-111.9748591,33.0745819","-111.9748503,33.0745920","-111.9748503,33.0745819","-111.9748547,33.0745869"
a94682df-7eae-4825-89ca-9e0c1f0c06de_left.tif,"-111.9748536,33.0745919","-111.9748536,33.0745818","-111.9748448,33.0745919","-111.9748448,33.0745818","-111.9748492,33.0745868"
99828445-5105-4d8f-a2af-0071518184cc_left.tif,"-111.9748483,33.0745919","-111.9748483,33.0745818","-111.9748394,33.0745919","-111.9748394,33.0745818","-111.9748438,33.0745868"
8b660577-41fe-4807-9a1c-6ac4839b838c_left.tif,"-111.9748427,33.0745919","-111.9748427,33.0745818","-111.9748338,33.0745919","-111.9748338,33.0745818","-111.9748382,33.0745869"
7dfa7a73-716b-4eca-88d9-1b2328ce629b_left.tif,"-111.9748376,33.0745918","-111.9748376,33.0745817","-111.9748288,33.0745918","-111.9748288,33.0745817","-111.9748332,33.0745868"
75918cc9-635c-4f9b-8ef0-cfa427f1d33e_left.tif,"-111.9748320,33.0745918","-111.9748320,33.0745817","-111.9748232,33.0745918","-111.9748232,33.0745817","-111.9748276,33.0745868"
845743e9-e508-454b-93e6-ad75c95faed4_left.tif,"-111.9748263,33.0745916","-111.9748263,33.0745815","-111.9748175,33.0745916","-111.9748175,33.0745815","-111.9748219,33.0745866"
bcdda2f9-23db-4bb3-aaf4-f7eeb1784de9_left.tif,"-111.9748207,33.0745916","-111.9748207,33.0745815","-111.9748119,33.0745916","-111.9748119,33.0745815","-111.9748163,33.0745866"
d1147d15-266a-4176-a14a-d7336db1040b_left.tif,"-111.9748150,33.0745916","-111.9748150,33.0745816","-111.9748061,33.0745916","-111.9748061,33.0745816","-111.9748105,33.0745866"
03728de4-9dde-4ea8-9b2f-dc53dba3f0f6_left.tif,"-111.9750532,33.0746009","-111.9750532,33.0745908","-111.9750444,33.0746009","-111.9750444,33.0745908","-111.9750488,33.0745958"
91dea383-eb83-453a-8b7e-0730dbcb11ff_left.tif,"-111.9750474,33.0746009","-111.9750474,33.0745908","-111.9750385,33.0746009","-111.9750385,33.0745908","-111.9750429,33.0745958"
4899c497-a166-44dc-a171-06f284ac87b5_left.tif,"-111.9750419,33.0746009","-111.9750419,33.0745908","-111.9750331,33.0746009","-111.9750331,33.0745908","-111.9750375,33.0745958"
c2da843e-a0fc-445b-8d4e-8330985551ca_left.tif,"-111.9750368,33.0746009","-111.9750368,33.0745908","-111.9750279,33.0746009","-111.9750279,33.0745908","-111.9750324,33.0745958"
5ac42d55-2972-45f5-9d11-06504b8f690e_left.tif,"-111.9750314,33.0746010","-111.9750314,33.0745909","-111.9750226,33.0746010","-111.9750226,33.0745909","-111.9750270,33.0745959"
fb3573e4-86a9-4ff0-abd4-fc47ff4bfd60_left.tif,"-111.9750261,33.0746010","-111.9750261,33.0745909","-111.9750173,33.0746010","-111.9750173,33.0745909","-111.9750217,33.0745959"
b14c482b-9135-4b01-8452-4534787c9592_left.tif,"-111.9750201,33.0746010","-111.9750201,33.0745909","-111.9750113,33.0746010","-111.9750113,33.0745909","-111.9750157,33.0745960"
7c062845-ed9e-4b5d-bb47-a2d13d524d60_left.tif,"-111.9750147,33.0746010","-111.9750147,33.0745909","-111.9750059,33.0746010","-111.9750059,33.0745909","-111.9750103,33.0745960"
53054969-bf5e-4d37-9176-2f66af33ea70_left.tif,"-111.9750087,33.0746011","-111.9750087,33.0745910","-111.9749999,33.0746011","-111.9749999,33.0745910","-111.9750043,33.0745961"
7a1f659c-08d3-409a-aa14-07f9c5c5a68c_left.tif,"-111.9750045,33.0746011","-111.9750045,33.0745910","-111.9749957,33.0746011","-111.9749957,33.0745910","-111.9750001,33.0745961"
fad0bb86-d392-4106-802b-a44108634892_left.tif,"-111.9749990,33.0746011","-111.9749990,33.0745910","-111.9749902,33.0746011","-111.9749902,33.0745910","-111.9749946,33.0745961"
65433934-dc8e-4258-b8cc-761295b668e2_left.tif,"-111.9749935,33.0746011","-111.9749935,33.0745911","-111.9749847,33.0746011","-111.9749847,33.0745911","-111.9749891,33.0745961"
c5cdebe2-45d5-46ae-b8e0-d5115fee0a4b_left.tif,"-111.9749877,33.0746004","-111.9749877,33.0745904","-111.9749789,33.0746004","-111.9749789,33.0745904","-111.9749833,33.0745954"
4b37ac46-05bc-43f2-a60a-dfc361074176_left.tif,"-111.9749821,33.0746004","-111.9749821,33.0745904","-111.9749732,33.0746004","-111.9749732,33.0745904","-111.9749777,33.0745954"
69bb391f-acd3-4d1b-99e7-886dc40558cd_left.tif,"-111.9749766,33.0746009","-111.9749766,33.0745909","-111.9749678,33.0746009","-111.9749678,33.0745909","-111.9749722,33.0745959"
99fed9d4-7778-4c89-9f14-ae134127c7d9_left.tif,"-111.9749710,33.0746009","-111.9749710,33.0745908","-111.9749621,33.0746009","-111.9749621,33.0745908","-111.9749666,33.0745958"
a7e5be86-59fa-4e95-b03d-bc8f7ea641bd_left.tif,"-111.9749656,33.0746015","-111.9749656,33.0745914","-111.9749567,33.0746015","-111.9749567,33.0745914","-111.9749611,33.0745964"
9e36ba38-fc60-434d-8932-5e44cdb5a76a_left.tif,"-111.9749600,33.0746015","-111.9749600,33.0745914","-111.9749512,33.0746015","-111.9749512,33.0745914","-111.9749556,33.0745964"
c2352cea-1db0-40c3-b03d-a5316fb5e979_left.tif,"-111.9749544,33.0746015","-111.9749544,33.0745914","-111.9749456,33.0746015","-111.9749456,33.0745914","-111.9749500,33.0745964"
56e58225-55aa-447b-9271-2cd7f548884c_left.tif,"-111.9749488,33.0746015","-111.9749488,33.0745914","-111.9749400,33.0746015","-111.9749400,33.0745914","-111.9749444,33.0745964"
d10a3128-232e-4c36-90a3-a96d880add36_left.tif,"-111.9749441,33.0746008","-111.9749441,33.0745907","-111.9749353,33.0746008","-111.9749353,33.0745907","-111.9749397,33.0745957"
e5d6020d-9a80-449b-9da8-1cd014b4dade_left.tif,"-111.9749386,33.0746008","-111.9749386,33.0745907","-111.9749298,33.0746008","-111.9749298,33.0745907","-111.9749342,33.0745958"
dfd06d54-daea-4f17-a651-0b209d841029_left.tif,"-111.9749330,33.0746013","-111.9749330,33.0745912","-111.9749242,33.0746013","-111.9749242,33.0745912","-111.9749286,33.0745963"
e510f98b-d4e5-4563-a6ab-0a7fdde2b341_left.tif,"-111.9749279,33.0746013","-111.9749279,33.0745912","-111.9749191,33.0746013","-111.9749191,33.0745912","-111.9749235,33.0745963"
532e559e-d64e-42b3-ba1b-a74254e6e1ca_left.tif,"-111.9749225,33.0746006","-111.9749225,33.0745905","-111.9749137,33.0746006","-111.9749137,33.0745905","-111.9749181,33.0745956"
6755fb8a-4b8b-4724-a139-0d9e19411f46_left.tif,"-111.9749170,33.0746007","-111.9749170,33.0745906","-111.9749082,33.0746007","-111.9749082,33.0745906","-111.9749126,33.0745957"
a0d9dc17-3939-420b-9e56-8166a2c99d54_left.tif,"-111.9749116,33.0746014","-111.9749116,33.0745914","-111.9749028,33.0746014","-111.9749028,33.0745914","-111.9749072,33.0745964"
45da2be7-d7d4-4cf6-bf07-6f0050f46a7c_left.tif,"-111.9749059,33.0746014","-111.9749059,33.0745914","-111.9748970,33.0746014","-111.9748970,33.0745914","-111.9749014,33.0745964"
c82a8e3b-309d-465c-a4e9-62a7e2977a13_left.tif,"-111.9749010,33.0746013","-111.9749010,33.0745913","-111.9748922,33.0746013","-111.9748922,33.0745913","-111.9748966,33.0745963"
7ea0f68e-6fd5-4a52-a4cf-c37af8e50afa_left.tif,"-111.9748951,33.0746013","-111.9748951,33.0745913","-111.9748863,33.0746013","-111.9748863,33.0745913","-111.9748907,33.0745963"
3e326d80-988d-47c6-ab79-fa8e2d5e9546_left.tif,"-111.9748901,33.0746012","-111.9748901,33.0745911","-111.9748813,33.0746012","-111.9748813,33.0745911","-111.9748857,33.0745961"
d40af6cd-5387-4cc0-8a80-af980c18638f_left.tif,"-111.9748844,33.0746012","-111.9748844,33.0745911","-111.9748756,33.0746012","-111.9748756,33.0745911","-111.9748800,33.0745961"
0aae55e9-f5fa-4348-ac4b-9cb537c61c19_left.tif,"-111.9748793,33.0746008","-111.9748793,33.0745907","-111.9748704,33.0746008","-111.9748704,33.0745907","-111.9748748,33.0745957"
f25c18ed-4c9f-4384-8790-3aed0a59f2d1_left.tif,"-111.9748737,33.0746008","-111.9748737,33.0745907","-111.9748649,33.0746008","-111.9748649,33.0745907","-111.9748693,33.0745957"
7e85bba7-c6f8-40df-aacd-027b8393cff4_left.tif,"-111.9748678,33.0746011","-111.9748678,33.0745910","-111.9748589,33.0746011","-111.9748589,33.0745910","-111.9748634,33.0745960"
8584ecb7-3582-40fd-8fe8-8fbe32929be2_left.tif,"-111.9748622,33.0746011","-111.9748622,33.0745910","-111.9748534,33.0746011","-111.9748534,33.0745910","-111.9748578,33.0745960"
3f4449cf-ea94-47cf-a3a6-c12228abb097_left.tif,"-111.9748565,33.0746017","-111.9748565,33.0745916","-111.9748477,33.0746017","-111.9748477,33.0745916","-111.9748521,33.0745967"
208e57b3-68a5-4454-a0eb-4c8a690ecb71_left.tif,"-111.9748505,33.0746017","-111.9748505,33.0745916","-111.9748417,33.0746017","-111.9748417,33.0745916","-111.9748461,33.0745967"
6c58996c-3a3c-4cbb-ab15-f7339ddc8d0e_left.tif,"-111.9748468,33.0746016","-111.9748468,33.0745915","-111.9748379,33.0746016","-111.9748379,33.0745915","-111.9748423,33.0745966"
4aaa0644-560c-4063-bbb6-7623c812a417_left.tif,"-111.9748413,33.0746015","-111.9748413,33.0745914","-111.9748325,33.0746015","-111.9748325,33.0745914","-111.9748369,33.0745965"
1b71ab1c-0136-4ddb-b78a-b623ea3c06fe_left.tif,"-111.9748354,33.0746017","-111.9748354,33.0745916","-111.9748266,33.0746017","-111.9748266,33.0745916","-111.9748310,33.0745967"
9180ff63-5016-4f7d-a4b2-ce6cbcb89168_left.tif,"-111.9748305,33.0746015","-111.9748305,33.0745915","-111.9748217,33.0746015","-111.9748217,33.0745915","-111.9748261,33.0745965"
73f95883-6f3f-4ea6-a3a4-f6a1261390fb_left.tif,"-111.9748255,33.0746003","-111.9748255,33.0745903","-111.9748167,33.0746003","-111.9748167,33.0745903","-111.9748211,33.0745953"
e3004fa6-a594-41c4-9227-5bb2a9ac2021_left.tif,"-111.9748195,33.0746004","-111.9748195,33.0745904","-111.9748107,33.0746004","-111.9748107,33.0745904","-111.9748151,33.0745954"
ed055743-d8df-44e2-947c-a6ba9bc3f992_left.tif,"-111.9748150,33.0746004","-111.9748150,33.0745904","-111.9748062,33.0746004","-111.9748062,33.0745904","-111.9748106,33.0745954"
b9e2f7eb-3431-4512-988f-f4d9241ca3db_left.tif,"-111.9750540,33.0746105","-111.9750540,33.0746004","-111.9750451,33.0746105","-111.9750451,33.0746004","-111.9750495,33.0746054"
7108de5a-e952-4691-92eb-1a7fad23ad8f_left.tif,"-111.9750486,33.0746105","-111.9750486,33.0746004","-111.9750397,33.0746105","-111.9750397,33.0746004","-111.9750442,33.0746054"
f2f21c66-d764-4d2a-8716-3658df808b69_left.tif,"-111.9750437,33.0746105","-111.9750437,33.0746004","-111.9750349,33.0746105","-111.9750349,33.0746004","-111.9750393,33.0746055"
344067d9-c507-4f46-a382-c2425bbdb653_left.tif,"-111.9750381,33.0746105","-111.9750381,33.0746004","-111.9750293,33.0746105","-111.9750293,33.0746004","-111.9750337,33.0746055"
6b06c943-8e1f-4bf1-839c-c7bc3e7f37d9_left.tif,"-111.9750330,33.0746106","-111.9750330,33.0746005","-111.9750242,33.0746106","-111.9750242,33.0746005","-111.9750286,33.0746056"
70daf75a-8cbd-42e5-95b4-e178cc8c6003_left.tif,"-111.9750275,33.0746106","-111.9750275,33.0746005","-111.9750187,33.0746106","-111.9750187,33.0746005","-111.9750231,33.0746056"
