Filename,Upper left,Lower left,Upper right,Lower right,Center
5564e651-283f-4226-85f2-b3531382e18e_left.tif,"-111.9748253,33.0746734","-111.9748253,33.0746633","-111.9748165,33.0746734","-111.9748165,33.0746633","-111.9748209,33.0746684"
c1f96477-143d-4f27-acdd-328026327867_left.tif,"-111.9748197,33.0746733","-111.9748197,33.0746632","-111.9748108,33.0746733","-111.9748108,33.0746632","-111.9748152,33.0746683"
8987c683-c371-497e-948e-ac7013efd4f2_left.tif,"-111.9748149,33.0746733","-111.9748149,33.0746632","-111.9748061,33.0746733","-111.9748061,33.0746632","-111.9748105,33.0746683"
dccfc827-950b-4205-bbd9-090ba80205de_left.tif,"-111.9750534,33.0746814","-111.9750534,33.0746714","-111.9750446,33.0746814","-111.9750446,33.0746714","-111.9750490,33.0746764"
ea5645c3-4a7c-420c-b5f6-e82783ceca89_left.tif,"-111.9750483,33.0746814","-111.9750483,33.0746713","-111.9750395,33.0746814","-111.9750395,33.0746713","-111.9750439,33.0746763"
5d91000d-ab88-41f0-9d83-fe558e4f6d40_left.tif,"-111.9750429,33.0746821","-111.9750429,33.0746720","-111.9750341,33.0746821","-111.9750341,33.0746720","-111.9750385,33.0746770"
0adccabe-bbfa-4251-82c8-8d4ce8805b9f_left.tif,"-111.9750385,33.0746820","-111.9750385,33.0746719","-111.9750297,33.0746820","-111.9750297,33.0746719","-111.9750341,33.0746769"
983729c4-efc0-4350-8747-4ebd2138207a_left.tif,"-111.9750324,33.0746820","-111.9750324,33.0746719","-111.9750235,33.0746820","-111.9750235,33.0746719","-111.9750279,33.0746769"
91a7ef19-02aa-4adc-891a-100d77eddf10_left.tif,"-111.9750272,33.0746820","-111.9750272,33.0746719","-111.9750184,33.0746820","-111.9750184,33.0746719","-111.9750228,33.0746769"
4101a069-ee06-4d82-aea5-35e52722222b_left.tif,"-111.9750216,33.0746820","-111.9750216,33.0746719","-111.9750128,33.0746820","-111.9750128,33.0746719","-111.9750172,33.0746769"
0e34fd48-5eb2-4421-a7fb-1f5695cf12f2_left.tif,"-111.9750159,33.0746820","-111.9750159,33.0746719","-111.9750071,33.0746820","-111.9750071,33.0746719","-111.9750115,33.0746770"
79248102-350c-46e8-9c91-99f7d8963760_left.tif,"-111.9750107,33.0746821","-111.9750107,33.0746720","-111.9750019,33.0746821","-111.9750019,33.0746720","-111.9750063,33.0746771"
edace06d-d332-40ea-b039-92017ab05e17_left.tif,"-111.9750055,33.0746821","-111.9750055,33.0746720","-111.9749966,33.0746821","-111.9749966,33.0746720","-111.9750011,33.0746771"
84994ee9-1505-4481-b111-031a65e32155_left.tif,"-111.9750006,33.0746815","-111.9750006,33.0746714","-111.9749918,33.0746815","-111.9749918,33.0746714","-111.9749962,33.0746765"
ac526e05-f82b-4eaa-a10c-04920395f496_left.tif,"-111.9749950,33.0746815","-111.9749950,33.0746714","-111.9749862,33.0746815","-111.9749862,33.0746714","-111.9749906,33.0746765"
5a6798e1-a989-4293-81a6-c975735d033c_left.tif,"-111.9749894,33.0746816","-111.9749894,33.0746716","-111.9749806,33.0746816","-111.9749806,33.0746716","-111.9749850,33.0746766"
0878c5ed-cc25-4555-831a-4a5df6429359_left.tif,"-111.9749838,33.0746816","-111.9749838,33.0746716","-111.9749750,33.0746816","-111.9749750,33.0746716","-111.9749794,33.0746766"
733a4c21-2cfe-4b88-a272-0642c164d22b_left.tif,"-111.9749786,33.0746816","-111.9749786,33.0746716","-111.9749697,33.0746816","-111.9749697,33.0746716","-111.9749742,33.0746766"
3d3ce0b1-85fa-41a3-900a-a2def7dab3c6_left.tif,"-111.9749729,33.0746816","-111.9749729,33.0746716","-111.9749641,33.0746816","-111.9749641,33.0746716","-111.9749685,33.0746766"
97bf2619-c3c9-4045-a411-b119c5525905_left.tif,"-111.9749671,33.0746816","-111.9749671,33.0746715","-111.9749583,33.0746816","-111.9749583,33.0746715","-111.9749627,33.0746765"
a1a82b0e-11dc-4f7e-9192-026c2220bca9_left.tif,"-111.9749619,33.0746816","-111.9749619,33.0746715","-111.9749530,33.0746816","-111.9749530,33.0746715","-111.9749575,33.0746765"
1e7184cf-0997-44b1-8fee-a0bba07fd2af_left.tif,"-111.9749567,33.0746816","-111.9749567,33.0746715","-111.9749479,33.0746816","-111.9749479,33.0746715","-111.9749523,33.0746765"
08edf86f-a23a-4ccf-8457-7eb034b2f82f_left.tif,"-111.9749510,33.0746816","-111.9749510,33.0746715","-111.9749422,33.0746816","-111.9749422,33.0746715","-111.9749466,33.0746765"
8d0f2f4d-ef4e-41ba-90dd-75b83874aeed_left.tif,"-111.9749456,33.0746816","-111.9749456,33.0746715","-111.9749367,33.0746816","-111.9749367,33.0746715","-111.9749412,33.0746765"
0c293e00-81d7-4caa-a0d6-cc06e2cd5f6a_left.tif,"-111.9749399,33.0746816","-111.9749399,33.0746715","-111.9749311,33.0746816","-111.9749311,33.0746715","-111.9749355,33.0746765"
689a9414-e130-46b9-8430-3f0a32fb2d06_left.tif,"-111.9749348,33.0746816","-111.9749348,33.0746715","-111.9749260,33.0746816","-111.9749260,33.0746715","-111.9749304,33.0746766"
3d40828a-fb94-4be0-9382-9eab5dd3f4c3_left.tif,"-111.9749296,33.0746816","-111.9749296,33.0746715","-111.9749208,33.0746816","-111.9749208,33.0746715","-111.9749252,33.0746766"
af9aacf2-6019-4a71-a640-08969e4db268_left.tif,"-111.9749242,33.0746816","-111.9749242,33.0746715","-111.9749153,33.0746816","-111.9749153,33.0746715","-111.9749197,33.0746766"
a3e49b95-dcd0-4d02-9c57-43278851c0a8_left.tif,"-111.9749185,33.0746816","-111.9749185,33.0746715","-111.9749097,33.0746816","-111.9749097,33.0746715","-111.9749141,33.0746766"
129fc228-0193-4a5d-82c6-5d167d630892_left.tif,"-111.9749133,33.0746816","-111.9749133,33.0746715","-111.9749045,33.0746816","-111.9749045,33.0746715","-111.9749089,33.0746766"
a7d0b74b-0138-4ba1-8c06-5b150866ad99_left.tif,"-111.9749076,33.0746816","-111.9749076,33.0746716","-111.9748988,33.0746816","-111.9748988,33.0746716","-111.9749032,33.0746766"
5f32e5d9-5ec7-459c-908e-93ddfbc862d3_left.tif,"-111.9749022,33.0746816","-111.9749022,33.0746716","-111.9748934,33.0746816","-111.9748934,33.0746716","-111.9748978,33.0746766"
776ea997-1921-451b-9633-eb0433bbc4b4_left.tif,"-111.9748966,33.0746816","-111.9748966,33.0746716","-111.9748878,33.0746816","-111.9748878,33.0746716","-111.9748922,33.0746766"
0414b6ed-530c-4a72-a455-d82962a3f54c_left.tif,"-111.9748912,33.0746816","-111.9748912,33.0746716","-111.9748824,33.0746816","-111.9748824,33.0746716","-111.9748868,33.0746766"
e9fbaffe-1ac9-4fe8-b067-4238d27c261e_left.tif,"-111.9748859,33.0746815","-111.9748859,33.0746714","-111.9748771,33.0746815","-111.9748771,33.0746714","-111.9748815,33.0746764"
1174f3ef-1bca-4222-a230-1435371dbb4b_left.tif,"-111.9748806,33.0746815","-111.9748806,33.0746714","-111.9748717,33.0746815","-111.9748717,33.0746714","-111.9748761,33.0746764"
9f45da6f-3765-4660-8969-a83c9dad489d_left.tif,"-111.9748749,33.0746816","-111.9748749,33.0746715","-111.9748661,33.0746816","-111.9748661,33.0746715","-111.9748705,33.0746765"
82ce6917-8448-4cfb-a496-760365d17c51_left.tif,"-111.9748695,33.0746815","-111.9748695,33.0746714","-111.9748607,33.0746815","-111.9748607,33.0746714","-111.9748651,33.0746764"
2c1efdc2-27ec-4a5f-b5eb-58827177873d_left.tif,"-111.9748638,33.0746815","-111.9748638,33.0746714","-111.9748549,33.0746815","-111.9748549,33.0746714","-111.9748593,33.0746764"
46ee3944-80ce-469d-87c5-419094324316_left.tif,"-111.9748585,33.0746815","-111.9748585,33.0746714","-111.9748497,33.0746815","-111.9748497,33.0746714","-111.9748541,33.0746764"
952ba790-7eaa-46f0-9702-a1a9a05fbbcf_left.tif,"-111.9748535,33.0746824","-111.9748535,33.0746723","-111.9748447,33.0746824","-111.9748447,33.0746723","-111.9748491,33.0746774"
97f435ef-732e-4aad-ae2f-eeee5aa78eb6_left.tif,"-111.9748482,33.0746824","-111.9748482,33.0746723","-111.9748394,33.0746824","-111.9748394,33.0746723","-111.9748438,33.0746774"
5e27258f-6ffe-4b88-b700-a517d83e7000_left.tif,"-111.9748425,33.0746824","-111.9748425,33.0746723","-111.9748337,33.0746824","-111.9748337,33.0746723","-111.9748381,33.0746774"
4d33402e-2a07-4a75-9922-356ae67fc320_left.tif,"-111.9748372,33.0746824","-111.9748372,33.0746723","-111.9748284,33.0746824","-111.9748284,33.0746723","-111.9748328,33.0746774"
cbb072e1-d932-44d7-95a5-6eb3b1b81b54_left.tif,"-111.9748316,33.0746824","-111.9748316,33.0746723","-111.9748228,33.0746824","-111.9748228,33.0746723","-111.9748272,33.0746774"
fe571a5c-9710-4c29-b828-19323ea30fa7_left.tif,"-111.9748266,33.0746824","-111.9748266,33.0746724","-111.9748178,33.0746824","-111.9748178,33.0746724","-111.9748222,33.0746774"
1b0d9af7-5e35-4111-bd67-00630c778009_left.tif,"-111.9748208,33.0746829","-111.9748208,33.0746729","-111.9748120,33.0746829","-111.9748120,33.0746729","-111.9748164,33.0746779"
0ee2362f-41c5-4eaf-871a-7205a390acbf_left.tif,"-111.9748150,33.0746829","-111.9748150,33.0746729","-111.9748062,33.0746829","-111.9748062,33.0746729","-111.9748106,33.0746779"
9e25b619-15db-4aa7-92eb-50b7ca0c06b4_left.tif,"-111.9750527,33.0746905","-111.9750527,33.0746804","-111.9750439,33.0746905","-111.9750439,33.0746804","-111.9750483,33.0746854"
2c6a0847-0b7e-4e3b-a7eb-a18477c42f3a_left.tif,"-111.9750472,33.0746905","-111.9750472,33.0746804","-111.9750384,33.0746905","-111.9750384,33.0746804","-111.9750428,33.0746854"
773435b9-3deb-44f8-8cd8-2d0d92840075_left.tif,"-111.9750416,33.0746905","-111.9750416,33.0746804","-111.9750327,33.0746905","-111.9750327,33.0746804","-111.9750372,33.0746854"
c1eb1e6c-48e7-41c3-b684-7326191fec9f_left.tif,"-111.9750368,33.0746916","-111.9750368,33.0746815","-111.9750279,33.0746916","-111.9750279,33.0746815","-111.9750323,33.0746866"
cbfcb37d-582d-4c5f-9f08-ca1975390e05_left.tif,"-111.9750310,33.0746916","-111.9750310,33.0746815","-111.9750222,33.0746916","-111.9750222,33.0746815","-111.9750266,33.0746866"
87ea4c79-59c6-4cf6-843d-8cc1c9ae1a93_left.tif,"-111.9750258,33.0746916","-111.9750258,33.0746815","-111.9750169,33.0746916","-111.9750169,33.0746815","-111.9750213,33.0746866"
2de11e3d-c0b1-412b-af3b-7192e37261fb_left.tif,"-111.9750203,33.0746916","-111.9750203,33.0746815","-111.9750114,33.0746916","-111.9750114,33.0746815","-111.9750158,33.0746866"
e0f193e4-6856-485a-af37-64f1ecf6e6b5_left.tif,"-111.9750149,33.0746916","-111.9750149,33.0746815","-111.9750061,33.0746916","-111.9750061,33.0746815","-111.9750105,33.0746866"
fe42cf50-7480-40d2-b062-83de506868a6_left.tif,"-111.9750097,33.0746916","-111.9750097,33.0746815","-111.9750009,33.0746916","-111.9750009,33.0746815","-111.9750053,33.0746866"
5594d94a-35ac-4ed3-ba4e-ed7257418da5_left.tif,"-111.9750038,33.0746911","-111.9750038,33.0746811","-111.9749950,33.0746911","-111.9749950,33.0746811","-111.9749994,33.0746861"
e0a86c11-85ef-4c66-ab62-e20a2a01144b_left.tif,"-111.9749986,33.0746911","-111.9749986,33.0746811","-111.9749897,33.0746911","-111.9749897,33.0746811","-111.9749941,33.0746861"
68aa854a-0cf1-4cef-868b-53be5a972151_left.tif,"-111.9749932,33.0746911","-111.9749932,33.0746811","-111.9749844,33.0746911","-111.9749844,33.0746811","-111.9749888,33.0746861"
4e8ea9e5-1248-435f-8d72-94a09d8b70fd_left.tif,"-111.9749876,33.0746911","-111.9749876,33.0746811","-111.9749787,33.0746911","-111.9749787,33.0746811","-111.9749832,33.0746861"
91c4e8f4-d1a4-42eb-97ae-3bd4cacd534c_left.tif,"-111.9749823,33.0746911","-111.9749823,33.0746810","-111.9749735,33.0746911","-111.9749735,33.0746810","-111.9749779,33.0746860"
4852c51e-6b6e-41c3-a14a-05c3ebc866fd_left.tif,"-111.9749772,33.0746911","-111.9749772,33.0746810","-111.9749684,33.0746911","-111.9749684,33.0746810","-111.9749728,33.0746860"
552bb88f-a3b9-4206-9e70-273e3ab86481_left.tif,"-111.9749716,33.0746911","-111.9749716,33.0746810","-111.9749628,33.0746911","-111.9749628,33.0746810","-111.9749672,33.0746860"
6bc6abe7-f4a9-4904-b2c2-0f7c699b8f88_left.tif,"-111.9749654,33.0746917","-111.9749654,33.0746816","-111.9749565,33.0746917","-111.9749565,33.0746816","-111.9749609,33.0746866"
d7b411ac-d1dd-4d3b-8c62-d6997c9ae45e_left.tif,"-111.9749599,33.0746917","-111.9749599,33.0746816","-111.9749511,33.0746917","-111.9749511,33.0746816","-111.9749555,33.0746866"
e21c8dea-f26b-471f-bf9b-89cd835238e0_left.tif,"-111.9749554,33.0746912","-111.9749554,33.0746811","-111.9749466,33.0746912","-111.9749466,33.0746811","-111.9749510,33.0746862"
9f2ba08a-1483-4005-976c-f2a6b33530cc_left.tif,"-111.9749498,33.0746912","-111.9749498,33.0746811","-111.9749410,33.0746912","-111.9749410,33.0746811","-111.9749454,33.0746862"
c9e4c93c-e012-4d16-9246-b1c213e13f7d_left.tif,"-111.9749446,33.0746912","-111.9749446,33.0746811","-111.9749358,33.0746912","-111.9749358,33.0746811","-111.9749402,33.0746862"
a9467193-0bd6-47e6-9f94-0e57214e6f83_left.tif,"-111.9749390,33.0746912","-111.9749390,33.0746811","-111.9749301,33.0746912","-111.9749301,33.0746811","-111.9749345,33.0746862"
6dde7437-13d9-4166-99c6-f2875af1fc41_left.tif,"-111.9749334,33.0746912","-111.9749334,33.0746811","-111.9749245,33.0746912","-111.9749245,33.0746811","-111.9749289,33.0746862"
1e321170-be45-4663-a46d-97a0ecac71b4_left.tif,"-111.9749282,33.0746912","-111.9749282,33.0746811","-111.9749194,33.0746912","-111.9749194,33.0746811","-111.9749238,33.0746862"
55e4729f-5fe4-40a8-a2f4-27e270fdbf0a_left.tif,"-111.9749229,33.0746899","-111.9749229,33.0746799","-111.9749141,33.0746899","-111.9749141,33.0746799","-111.9749185,33.0746849"
493cc8b5-fa83-4496-aaba-ed2415a7de27_left.tif,"-111.9749173,33.0746899","-111.9749173,33.0746799","-111.9749085,33.0746899","-111.9749085,33.0746799","-111.9749129,33.0746849"
c58bcea1-5dc2-467e-923b-9496bf954a44_left.tif,"-111.9749119,33.0746913","-111.9749119,33.0746813","-111.9749031,33.0746913","-111.9749031,33.0746813","-111.9749075,33.0746863"
894fcff7-8940-44f9-9344-d03c63f57cd9_left.tif,"-111.9749063,33.0746913","-111.9749063,33.0746813","-111.9748974,33.0746913","-111.9748974,33.0746813","-111.9749019,33.0746863"
2e424509-8c88-4cc2-9198-fe4938363d5c_left.tif,"-111.9749008,33.0746905","-111.9749008,33.0746804","-111.9748920,33.0746905","-111.9748920,33.0746804","-111.9748964,33.0746854"
8351febc-fb04-43d9-854d-2acbfbc9cbf4_left.tif,"-111.9748952,33.0746905","-111.9748952,33.0746804","-111.9748863,33.0746905","-111.9748863,33.0746804","-111.9748907,33.0746854"
bcce4861-b50a-4925-a414-8dcfe707b2d6_left.tif,"-111.9748887,33.0746913","-111.9748887,33.0746812","-111.9748799,33.0746913","-111.9748799,33.0746812","-111.9748843,33.0746862"
d3993587-6d3b-4f16-a672-de1b4f9929e3_left.tif,"-111.9748846,33.0746913","-111.9748846,33.0746812","-111.9748758,33.0746913","-111.9748758,33.0746812","-111.9748802,33.0746862"
361dc909-cb1e-4222-86c7-6f3c9cc22f69_left.tif,"-111.9748792,33.0746913","-111.9748792,33.0746812","-111.9748704,33.0746913","-111.9748704,33.0746812","-111.9748748,33.0746862"
c8ad05a1-f99f-40b3-8fe1-57eb7d23a392_left.tif,"-111.9748736,33.0746913","-111.9748736,33.0746812","-111.9748648,33.0746913","-111.9748648,33.0746812","-111.9748692,33.0746863"
5f6c8364-1e5f-44a7-894b-8883addec23e_left.tif,"-111.9748681,33.0746908","-111.9748681,33.0746807","-111.9748593,33.0746908","-111.9748593,33.0746807","-111.9748637,33.0746858"
6fd49d79-48f4-44e0-93df-654c2bafde77_left.tif,"-111.9748624,33.0746908","-111.9748624,33.0746807","-111.9748536,33.0746908","-111.9748536,33.0746807","-111.9748580,33.0746858"
de30f4ed-d554-45ff-9c1e-5ee28b245bfb_left.tif,"-111.9748573,33.0746908","-111.9748573,33.0746807","-111.9748484,33.0746908","-111.9748484,33.0746807","-111.9748529,33.0746858"
fbf1ad0c-49d7-45ad-ad8b-43a722f9bd6c_left.tif,"-111.9748522,33.0746908","-111.9748522,33.0746807","-111.9748434,33.0746908","-111.9748434,33.0746807","-111.9748478,33.0746858"
e030cbec-65e2-47d0-99bf-3471808dacce_left.tif,"-111.9748469,33.0746908","-111.9748469,33.0746807","-111.9748381,33.0746908","-111.9748381,33.0746807","-111.9748425,33.0746858"
42798a55-8c28-408b-85d2-f22b3bbdf07a_left.tif,"-111.9748412,33.0746909","-111.9748412,33.0746809","-111.9748324,33.0746909","-111.9748324,33.0746809","-111.9748368,33.0746859"
e7199b91-c939-4659-9477-b37051f40d1d_left.tif,"-111.9748358,33.0746908","-111.9748358,33.0746808","-111.9748270,33.0746908","-111.9748270,33.0746808","-111.9748314,33.0746858"
06d0d1e1-33f0-4542-8a0b-d40df65e14d8_left.tif,"-111.9748303,33.0746914","-111.9748303,33.0746814","-111.9748214,33.0746914","-111.9748214,33.0746814","-111.9748258,33.0746864"
a0441ef4-7efd-4f1c-b275-13119405b196_left.tif,"-111.9748250,33.0746914","-111.9748250,33.0746814","-111.9748162,33.0746914","-111.9748162,33.0746814","-111.9748206,33.0746864"
d4e7dab2-7479-415b-a880-26d9d639a763_left.tif,"-111.9748194,33.0746913","-111.9748194,33.0746812","-111.9748106,33.0746913","-111.9748106,33.0746812","-111.9748150,33.0746862"
c4c7f83d-b9af-41ff-8355-f62fe6ff7328_left.tif,"-111.9748149,33.0746913","-111.9748149,33.0746812","-111.9748061,33.0746913","-111.9748061,33.0746812","-111.9748105,33.0746862"
dffc237b-552c-48ca-bd29-4e844c404fe9_left.tif,"-111.9750542,33.0747020","-111.9750542,33.0746919","-111.9750453,33.0747020","-111.9750453,33.0746919","-111.9750498,33.0746970"
f8b8a6e7-6fce-468c-bc77-a344e1238bb9_left.tif,"-111.9750489,33.0747020","-111.9750489,33.0746919","-111.9750401,33.0747020","-111.9750401,33.0746919","-111.9750445,33.0746970"
4979f6f3-6924-4e92-8dbe-a33334dfee2e_left.tif,"-111.9750433,33.0747014","-111.9750433,33.0746913","-111.9750344,33.0747014","-111.9750344,33.0746913","-111.9750389,33.0746964"
222ad5e4-c93c-4f88-9da1-3793e421c440_left.tif,"-111.9750383,33.0747013","-111.9750383,33.0746912","-111.9750295,33.0747013","-111.9750295,33.0746912","-111.9750339,33.0746963"
24c6579d-8fd7-45bf-a897-22d0ea3139a3_left.tif,"-111.9750327,33.0747013","-111.9750327,33.0746913","-111.9750238,33.0747013","-111.9750238,33.0746913","-111.9750282,33.0746963"
0da9491f-970a-4057-9c01-1f5e31965d13_left.tif,"-111.9750272,33.0747013","-111.9750272,33.0746913","-111.9750184,33.0747013","-111.9750184,33.0746913","-111.9750228,33.0746963"
3f65d50e-373c-4982-8314-6ab65acde0cd_left.tif,"-111.9750219,33.0747008","-111.9750219,33.0746908","-111.9750131,33.0747008","-111.9750131,33.0746908","-111.9750175,33.0746958"
4f34423e-c41b-4f6b-96a2-43cdc0d207f6_left.tif,"-111.9750163,33.0747008","-111.9750163,33.0746908","-111.9750075,33.0747008","-111.9750075,33.0746908","-111.9750119,33.0746958"
66009144-ecf9-4b5e-aab5-51a5dc76515e_left.tif,"-111.9750110,33.0747004","-111.9750110,33.0746904","-111.9750022,33.0747004","-111.9750022,33.0746904","-111.9750066,33.0746954"
3c835b0d-09b4-40cb-a47c-53fd6da5b123_left.tif,"-111.9750054,33.0747004","-111.9750054,33.0746903","-111.9749966,33.0747004","-111.9749966,33.0746903","-111.9750010,33.0746953"
7f5a86ea-c830-4e90-ac95-a7d0391d1731_left.tif,"-111.9750002,33.0747007","-111.9750002,33.0746906","-111.9749913,33.0747007","-111.9749913,33.0746906","-111.9749957,33.0746956"
3ea2b4d0-b3c8-4662-b30b-565c6b86194c_left.tif,"-111.9749947,33.0747007","-111.9749947,33.0746906","-111.9749859,33.0747007","-111.9749859,33.0746906","-111.9749903,33.0746956"
ea735a7a-1341-4654-adbe-2b67af5b71ee_left.tif,"-111.9749887,33.0747012","-111.9749887,33.0746911","-111.9749799,33.0747012","-111.9749799,33.0746911","-111.9749843,33.0746961"
aa3dbccd-4abd-4a55-a721-c5de3164a6d5_left.tif,"-111.9749831,33.0747012","-111.9749831,33.0746911","-111.9749742,33.0747012","-111.9749742,33.0746911","-111.9749787,33.0746961"
019bf7ef-81b0-41bc-8017-289aa888a9d6_left.tif,"-111.9749784,33.0747007","-111.9749784,33.0746906","-111.9749696,33.0747007","-111.9749696,33.0746906","-111.9749740,33.0746957"
c4f7de93-e0be-4061-a4c4-935c684b83bb_left.tif,"-111.9749727,33.0747007","-111.9749727,33.0746906","-111.9749639,33.0747007","-111.9749639,33.0746906","-111.9749683,33.0746957"
60c19f49-3d29-4a57-a185-949392aa9542_left.tif,"-111.9749672,33.0747007","-111.9749672,33.0746906","-111.9749584,33.0747007","-111.9749584,33.0746906","-111.9749628,33.0746957"
c7476a42-1454-465f-a242-c8c0ff193a28_left.tif,"-111.9749621,33.0747007","-111.9749621,33.0746906","-111.9749533,33.0747007","-111.9749533,33.0746906","-111.9749577,33.0746957"
eae6d36c-ff5b-461d-8190-763f63bc1438_left.tif,"-111.9749567,33.0747007","-111.9749567,33.0746906","-111.9749479,33.0747007","-111.9749479,33.0746906","-111.9749523,33.0746957"
36e79c89-1bff-4b20-8e42-e6227da8c85d_left.tif,"-111.9749510,33.0747007","-111.9749510,33.0746907","-111.9749422,33.0747007","-111.9749422,33.0746907","-111.9749466,33.0746957"
abfdbedd-72ee-4bbc-bed6-60c48f96eeb9_left.tif,"-111.9749457,33.0747007","-111.9749457,33.0746907","-111.9749369,33.0747007","-111.9749369,33.0746907","-111.9749413,33.0746957"
fd46de78-4c87-47a9-9722-6ac96c27e6a3_left.tif,"-111.9749402,33.0747007","-111.9749402,33.0746907","-111.9749314,33.0747007","-111.9749314,33.0746907","-111.9749358,33.0746957"
b406e76f-3a2d-4a4c-ae68-823a6f26b0d2_left.tif,"-111.9749348,33.0747007","-111.9749348,33.0746907","-111.9749260,33.0747007","-111.9749260,33.0746907","-111.9749304,33.0746957"
9911dbe3-7f24-45a5-adc0-2d35f37d1236_left.tif,"-111.9749292,33.0747007","-111.9749292,33.0746907","-111.9749204,33.0747007","-111.9749204,33.0746907","-111.9749248,33.0746957"
459e30e7-aa53-42a5-9eb1-e797fcb7bdc7_left.tif,"-111.9749242,33.0747007","-111.9749242,33.0746907","-111.9749153,33.0747007","-111.9749153,33.0746907","-111.9749197,33.0746957"
5ec2d52e-7ddb-42a4-adb9-73df40dbbbcb_left.tif,"-111.9749186,33.0746989","-111.9749186,33.0746888","-111.9749098,33.0746989","-111.9749098,33.0746888","-111.9749142,33.0746938"
3a8a150d-0259-4365-8cc4-2c8252efcb24_left.tif,"-111.9749134,33.0746989","-111.9749134,33.0746888","-111.9749046,33.0746989","-111.9749046,33.0746888","-111.9749090,33.0746938"
4612c7eb-9383-4ea6-84ff-3d3fa0c6ce1f_left.tif,"-111.9749076,33.0747001","-111.9749076,33.0746900","-111.9748988,33.0747001","-111.9748988,33.0746900","-111.9749032,33.0746950"
5804b237-2643-438e-99ab-b082e40e8996_left.tif,"-111.9749022,33.0747001","-111.9749022,33.0746900","-111.9748934,33.0747001","-111.9748934,33.0746900","-111.9748978,33.0746950"
af10f574-29ff-4557-88b7-b90ddf7503a9_left.tif,"-111.9748965,33.0747001","-111.9748965,33.0746900","-111.9748877,33.0747001","-111.9748877,33.0746900","-111.9748921,33.0746951"
e6955ef6-0a3f-4f49-9f15-374ef28b440d_left.tif,"-111.9748915,33.0747001","-111.9748915,33.0746900","-111.9748827,33.0747001","-111.9748827,33.0746900","-111.9748871,33.0746951"
15e8b53a-73d5-47aa-a8d4-14ae07ba9bad_left.tif,"-111.9748857,33.0746990","-111.9748857,33.0746889","-111.9748768,33.0746990","-111.9748768,33.0746889","-111.9748812,33.0746940"
300d806e-9f9a-48b7-b8d0-24f10cdcb321_left.tif,"-111.9748805,33.0746990","-111.9748805,33.0746889","-111.9748717,33.0746990","-111.9748717,33.0746889","-111.9748761,33.0746940"
10ae61b8-3bbb-4741-8f97-0db508f45d05_left.tif,"-111.9748752,33.0746999","-111.9748752,33.0746898","-111.9748664,33.0746999","-111.9748664,33.0746898","-111.9748708,33.0746949"
a543429a-d61c-486e-857b-b7f57fa2ecd9_left.tif,"-111.9748694,33.0746999","-111.9748694,33.0746898","-111.9748606,33.0746999","-111.9748606,33.0746898","-111.9748650,33.0746949"
03637021-726f-4eb1-ace5-5fba07480670_left.tif,"-111.9748639,33.0746999","-111.9748639,33.0746899","-111.9748550,33.0746999","-111.9748550,33.0746899","-111.9748595,33.0746949"
6f32dfea-9b7a-4f8f-8f33-48e268e00bff_left.tif,"-111.9748589,33.0746999","-111.9748589,33.0746899","-111.9748501,33.0746999","-111.9748501,33.0746899","-111.9748545,33.0746949"
3e9b13f7-4632-468f-90e8-a56482afa266_left.tif,"-111.9748533,33.0746998","-111.9748533,33.0746898","-111.9748445,33.0746998","-111.9748445,33.0746898","-111.9748489,33.0746948"
71fbb33c-eabc-4569-92ec-f1b312cb9132_left.tif,"-111.9748480,33.0746998","-111.9748480,33.0746898","-111.9748392,33.0746998","-111.9748392,33.0746898","-111.9748436,33.0746948"
21ac91c5-36d9-411b-9333-f37709b6e88e_left.tif,"-111.9748427,33.0747003","-111.9748427,33.0746902","-111.9748339,33.0747003","-111.9748339,33.0746902","-111.9748383,33.0746952"
44deccad-0cec-47dd-80ee-d5abccbd3256_left.tif,"-111.9748370,33.0747003","-111.9748370,33.0746902","-111.9748282,33.0747003","-111.9748282,33.0746902","-111.9748326,33.0746952"
0e540619-ca51-4afe-bffe-90d5c70a6c4e_left.tif,"-111.9748318,33.0747003","-111.9748318,33.0746902","-111.9748229,33.0747003","-111.9748229,33.0746902","-111.9748274,33.0746952"
9965c190-6827-4ee8-b6e3-467a49877395_left.tif,"-111.9748266,33.0747003","-111.9748266,33.0746902","-111.9748178,33.0747003","-111.9748178,33.0746902","-111.9748222,33.0746952"
af16e9aa-5a96-481d-a18b-c1477dcd6d4e_left.tif,"-111.9748209,33.0747010","-111.9748209,33.0746909","-111.9748121,33.0747010","-111.9748121,33.0746909","-111.9748165,33.0746959"
9790546d-cc9d-4ca0-9b9f-e931c37cc7b1_left.tif,"-111.9748148,33.0747010","-111.9748148,33.0746909","-111.9748060,33.0747010","-111.9748060,33.0746909","-111.9748104,33.0746959"
374408d3-91cb-44ba-9bb0-0fc2c88b3d9c_left.tif,"-111.9750532,33.0747116","-111.9750532,33.0747015","-111.9750444,33.0747116","-111.9750444,33.0747015","-111.9750488,33.0747066"
569f4f8a-a057-4b68-9ddd-aa5d8bb2179b_left.tif,"-111.9750477,33.0747110","-111.9750477,33.0747009","-111.9750389,33.0747110","-111.9750389,33.0747009","-111.9750433,33.0747060"
f70fca06-562c-42f1-b2bc-60cfcd6676a7_left.tif,"-111.9750422,33.0747110","-111.9750422,33.0747010","-111.9750333,33.0747110","-111.9750333,33.0747010","-111.9750377,33.0747060"
